CoatCheck,Attire,ReviewCount,TakeAway,State,CreditCards,City,Open,Smoking,Caters,TransitNearby,IsCasual,IsUpscale,BestNIghtMonThur,BestNightFriSat,School,GoodForLunch,GoodForDinner,HasMusic,Longitude,OutdoorSeating,GoodForGroups,WiFi,Alcohol,WaiterService,Delivery,HappyHour,GoodForKids,TakeOut,AvgPrice,NoiseLevel,HasTV,Latitude,GoodForDancing,NominalStars
?,?,11,?,GA,?,Atlanta,TRUE,?,?,Y,N,N,N,N,Georgia Institute of Technology,N,N,N,-84.385486,?,?,?,?,?,?,?,?,?,?,?,?,33.774062,?,high
?,?,319,?,MA,?,Cambridge,TRUE,?,?,Y,N,N,N,N,"Massachusetts Institute of Technology, Harvard University",N,N,N,-71.092228,?,?,?,?,?,?,?,?,?,?,?,?,42.36666,?,high
?,Casual,4,Yes,ON,Yes,Waterloo,TRUE,?,Yes,N,N,N,N,N,University of Waterloo,Y,Y,N,-80.524711,No,Yes,No,No,Yes,Yes,?,Yes,?,7,Quiet,No,43.475089,?,high
?,Casual,40,?,MA,Yes,Amherst,TRUE,?,No,N,Y,N,N,N,University of Massachusetts - Amherst,N,Y,N,-72.519402,No,Yes,No,Full Bar,Yes,No,?,Yes,Yes,20,Average,No,42.375801,?,high
?,Casual,4,?,MD,Yes,Greenbelt,TRUE,?,?,N,N,N,N,N,University of Maryland - College Park,N,N,N,-76.911986,?,Yes,?,No,Yes,No,?,Yes,Yes,7,?,?,38.998096,?,high
?,Casual,22,?,IN,Yes,Lafayette,TRUE,?,Yes,N,N,N,N,N,Purdue University,N,Y,N,-86.895103,No,Yes,?,Full Bar,Yes,Yes,?,No,Yes,20,Quiet,?,40.418098,?,low
?,Casual,5,?,IL,Yes,Champaign,FALSE,?,?,N,N,N,N,N,University of Illinois - Urbana-Champaign,N,N,N,-88.231668,No,No,?,?,No,No,?,Yes,Yes,7,?,?,40.10933,?,high
?,Casual,2,?,PA,?,Pittsburgh,TRUE,?,?,N,N,N,N,N,Carnegie Mellon University,N,N,N,-79.9618,No,Yes,?,No,No,No,?,?,Yes,?,?,?,40.439201,?,high
?,Casual,3,?,IN,Yes,Lafayette,TRUE,?,?,N,N,N,N,N,Purdue University,Y,N,N,-86.890373,No,Yes,?,?,Yes,?,?,Yes,?,7,Average,No,40.418816,?,high
?,Casual,144,?,CA,Yes,Palo Alto,TRUE,?,Yes,N,Y,N,N,N,Stanford University,Y,Y,N,-122.172471,Yes,Yes,No,Full Bar,Yes,Yes,?,Yes,Yes,20,Average,No,37.436778,?,low
Yes,Casual,22,?,RI,Yes,Providence,TRUE,No,No,N,N,N,Y,Y,Brown University,N,N,Y,-71.409499,No,Yes,No,Full Bar,Yes,No,Yes,No,Yes,20,Loud,Yes,41.822996,Yes,low
?,Casual,8,?,PA,No,Philadelphia,TRUE,?,?,N,N,N,N,N,University of Pennsylvania,N,N,N,-75.196762,No,No,?,No,No,No,?,No,Yes,7,?,?,39.953387,?,high
No,Casual,56,?,IL,Yes,Champaign,TRUE,Outdoor Area/ Patio Only,No,N,Y,N,Y,Y,University of Illinois - Urbana-Champaign,N,Y,Y,-88.241984,Yes,Yes,Free,Full Bar,Yes,No,No,No,Yes,20,Average,Yes,40.116448,No,high
?,Casual,7,?,CA,Yes,Los Angeles,TRUE,?,No,N,N,N,N,N,University of Southern California,N,N,N,-118.277,Yes,Yes,?,No,No,No,?,Yes,Yes,7,?,?,34.026699,?,low
?,?,3,?,MI,?,Ann Arbor,TRUE,?,?,N,N,N,N,N,University of Michigan - Ann Arbor,N,N,N,-83.740814,?,No,?,?,?,?,?,No,?,?,?,?,42.277815,?,low
?,Casual,7,?,PA,Yes,Pittsburgh,TRUE,?,?,N,N,N,N,N,Carnegie Mellon University,Y,Y,N,-79.948937,No,Yes,No,No,No,Yes,?,Yes,Yes,7,Quiet,No,40.445641,?,high
?,Casual,10,?,VA,Yes,Blacksburg,TRUE,?,No,N,N,N,N,N,Virginia Tech,N,Y,N,-80.422,Yes,Yes,?,Full Bar,Yes,No,?,Yes,Yes,20,Quiet,Yes,37.2331,?,low
?,Casual,15,?,IN,Yes,Lafayette,TRUE,?,Yes,N,N,N,N,N,Purdue University,Y,Y,N,-86.859398,No,Yes,No,Beer & Wine Only,No,No,?,Yes,Yes,20,Average,No,40.417599,?,high
?,Casual,5,?,MD,Yes,Hyattsville,TRUE,?,?,N,N,N,N,N,University of Maryland - College Park,N,N,N,-76.970073,No,Yes,?,Full Bar,Yes,?,?,?,Yes,7,?,Yes,39.00477,?,low
?,Casual,211,?,CA,Yes,Los Angeles,TRUE,?,No,N,Y,N,N,N,University of California - Los Angeles,Y,Y,N,-118.44824,No,No,No,No,No,Yes,?,Yes,Yes,7,Average,No,34.062578,?,high
No,Casual,5,?,IL,Yes,Champaign,TRUE,Outdoor Area/ Patio Only,No,N,N,N,N,Y,University of Illinois - Urbana-Champaign,N,N,Y,-88.242266,No,Yes,Free,Full Bar,?,No,Yes,No,No,7,Loud,Yes,40.110209,No,high
?,Casual,10,?,IL,Yes,Champaign,TRUE,?,?,N,N,N,N,N,University of Illinois - Urbana-Champaign,N,Y,N,-88.23194,No,Yes,?,No,No,Yes,?,Yes,Yes,7,Quiet,?,40.110286,?,high
?,Casual,2,?,IL,Yes,Champaign,TRUE,?,?,N,N,N,N,N,University of Illinois - Urbana-Champaign,N,N,N,-88.235388,?,Yes,?,?,No,Yes,?,Yes,Yes,7,?,?,40.110113,?,high
?,?,24,?,MA,?,Cambridge,FALSE,?,?,Y,N,N,N,N,"Massachusetts Institute of Technology, Harvard University",N,N,N,-71.091384,?,?,?,?,?,?,?,?,?,?,?,?,42.36703,?,high
?,?,49,?,MD,?,Hyattsville,TRUE,?,?,Y,N,N,N,N,University of Maryland - College Park,N,N,N,-76.952184,?,?,?,?,?,?,?,?,?,?,?,?,38.968192,?,low
?,Casual,30,?,IL,Yes,Urbana,TRUE,?,?,N,N,N,N,N,University of Illinois - Urbana-Champaign,Y,Y,N,-88.221541,No,Yes,?,No,No,No,?,Yes,Yes,7,?,?,40.107003,?,low
?,?,5,?,IN,Yes,Lafayette,TRUE,?,?,N,N,N,N,N,Purdue University,N,N,N,-86.894302,No,?,?,?,?,?,?,?,?,?,?,?,40.419998,?,high
?,Casual,27,?,PA,Yes,Pittsburgh,TRUE,?,No,N,Y,N,N,N,Carnegie Mellon University,Y,Y,N,-79.933592,Yes,Yes,?,Full Bar,Yes,No,?,No,Yes,20,Loud,Yes,40.450954,?,low
?,?,48,?,NY,?,New York,FALSE,?,?,Y,N,N,N,N,Columbia University,N,N,N,-73.964755,?,?,?,?,?,?,?,?,?,?,?,?,40.807025,?,low
?,Casual,3,?,TX,Yes,Houston,TRUE,?,Yes,N,N,N,N,N,Rice University,N,N,N,-95.396605,Yes,Yes,Free,?,No,No,?,No,Yes,7,?,Yes,29.710736,?,high
No,Casual,32,?,NC,Yes,Chapel Hill,TRUE,No,?,N,N,N,Y,Y,University of North Carolina - Chapel Hill,Y,Y,Y,-79.055603,No,Yes,?,Full Bar,Yes,No,Yes,Yes,Yes,20,Average,Yes,35.913399,No,low
No,Casual,12,Yes,ON,Yes,Waterloo,TRUE,Outdoor Area/ Patio Only,Yes,N,Y,N,Y,N,University of Waterloo,N,Y,Y,-80.525232,Yes,Yes,No,Full Bar,Yes,No,Yes,Yes,?,20,Loud,Yes,43.477587,No,high
?,Casual,127,?,CA,Yes,Berkeley,TRUE,?,No,N,Y,N,N,N,University of California at Berkeley,Y,Y,N,-122.25863,No,Yes,No,No,No,No,?,Yes,Yes,7,Loud,Yes,37.867915,?,low
No,Casual,7,?,NJ,Yes,Princeton,TRUE,No,?,N,Y,N,Y,Y,Princeton University,Y,Y,Y,-74.660892,No,Yes,No,Full Bar,Yes,No,No,Yes,Yes,20,Average,No,40.350487,No,high
?,Casual,8,?,MD,Yes,Greenbelt,TRUE,?,?,N,N,N,N,N,University of Maryland - College Park,Y,Y,N,-76.912036,Yes,Yes,?,Beer & Wine Only,No,No,?,Yes,Yes,7,Very Loud,No,38.998112,?,high
?,Casual,233,?,CA,Yes,La Jolla,TRUE,?,No,N,Y,N,N,N,University of California - San Diego,Y,Y,N,-117.233116,Yes,Yes,No,Beer & Wine Only,Yes,No,?,Yes,Yes,7,Average,Yes,32.870027,?,low
?,Casual,77,?,CA,Yes,Claremont,TRUE,?,Yes,N,Y,N,N,N,Harvey Mudd College,N,Y,N,-117.722616,No,Yes,No,Full Bar,Yes,No,?,Yes,Yes,20,Average,No,34.107105,?,high
?,Casual,15,?,PA,Yes,Pittsburgh,TRUE,?,No,N,N,N,N,N,Carnegie Mellon University,N,N,N,-79.948402,No,Yes,Free,Full Bar,No,No,?,No,Yes,7,Loud,Yes,40.4445,?,high
?,?,2,?,VA,?,Blacksburg,TRUE,?,?,N,N,N,N,N,Virginia Tech,N,N,N,-80.415566,?,?,?,Beer & Wine Only,?,?,?,?,?,?,?,?,37.229474,?,low
?,Casual,43,?,CA,Yes,San Luis Obispo,TRUE,?,?,N,Y,N,N,N,California Polytechnic State University,Y,Y,N,-120.663834,No,No,?,Beer & Wine Only,Yes,No,?,Yes,Yes,7,Quiet,No,35.281429,?,high
?,Casual,51,?,TX,Yes,Austin,TRUE,?,?,N,N,N,N,N,University of Texas - Austin,Y,Y,N,-97.741791,No,Yes,Free,No,No,Yes,?,Yes,Yes,7,Quiet,No,30.283295,?,high
?,Casual,75,?,PA,Yes,Philadelphia,TRUE,?,?,N,Y,N,N,N,University of Pennsylvania,Y,Y,N,-75.198752,Yes,Yes,No,No,No,Yes,?,Yes,Yes,7,Average,Yes,39.955158,?,high
?,Casual,8,?,IN,Yes,Lafayette,TRUE,?,No,N,Y,N,N,N,Purdue University,Y,Y,N,-86.864888,Yes,Yes,No,Beer & Wine Only,Yes,No,?,Yes,Yes,7,Average,Yes,40.433547,?,high
?,Casual,20,?,CA,Yes,Claremont,TRUE,?,No,N,Y,N,N,N,Harvey Mudd College,Y,Y,N,-117.71951,Yes,No,Free,No,Yes,No,?,Yes,Yes,20,Average,Yes,34.095352,?,low
?,Casual,5,?,MI,Yes,Ann Arbor,FALSE,?,?,N,N,N,N,N,University of Michigan - Ann Arbor,N,N,N,-83.7397,No,Yes,?,?,Yes,No,?,No,?,80,?,?,42.279999,?,high
?,Casual,35,?,CA,Yes,Claremont,TRUE,?,Yes,N,N,N,N,N,Harvey Mudd College,N,Y,N,-117.719327,Yes,Yes,No,Beer & Wine Only,Yes,No,?,No,Yes,20,Average,No,34.094836,?,high
?,Casual,4,?,PA,Yes,Philadelphia,TRUE,?,Yes,N,N,N,N,N,University of Pennsylvania,N,N,N,-75.193303,Yes,Yes,?,No,No,?,?,Yes,Yes,20,Average,No,39.948205,?,high
?,Casual,75,?,CA,Yes,Los Angeles,TRUE,?,Yes,N,Y,N,N,N,University of Southern California,Y,Y,N,-118.284365,Yes,Yes,Free,Beer & Wine Only,Yes,No,?,No,Yes,20,Average,Yes,34.028543,?,low
?,Casual,15,?,IN,Yes,West Lafayette,TRUE,?,Yes,N,N,N,N,N,Purdue University,N,Y,N,-86.907387,Yes,Yes,?,No,No,Yes,?,Yes,Yes,7,Quiet,No,40.422375,?,high
?,Casual,87,?,CA,Yes,San Luis Obispo,TRUE,?,No,N,Y,N,N,N,California Polytechnic State University,N,Y,N,-120.656998,No,Yes,No,Beer & Wine Only,Yes,No,?,Yes,Yes,20,Average,Yes,35.2822,?,high
?,Casual,8,?,TX,Yes,Austin,FALSE,?,?,N,N,N,N,N,University of Texas - Austin,N,N,N,-97.741699,No,Yes,?,?,No,No,?,Yes,Yes,7,?,?,30.28619,?,low
?,?,5,?,GA,?,Atlanta,TRUE,?,?,Y,N,N,N,N,Georgia Institute of Technology,N,N,N,-84.3858,?,?,?,?,?,?,?,?,?,?,?,?,33.778451,?,low
?,?,9,?,CA,Yes,Stanford,TRUE,?,?,N,N,N,N,N,Stanford University,N,N,N,-122.1633,Yes,No,?,?,No,No,?,?,Yes,20,?,?,37.434303,?,low
?,Dressy,16,?,NC,Yes,Chapel Hill,FALSE,?,No,N,N,N,N,N,University of North Carolina - Chapel Hill,N,Y,N,-79.062233,No,No,?,Full Bar,Yes,No,?,No,No,80,Average,No,35.910443,?,high
?,Casual,81,?,TX,Yes,Austin,TRUE,?,Yes,N,Y,N,N,N,University of Texas - Austin,Y,N,N,-97.742386,Yes,No,Free,No,No,Yes,?,Yes,Yes,7,Average,No,30.282901,?,low
?,Casual,7,?,NY,Yes,Ithaca,TRUE,?,?,N,Y,N,N,N,Cornell University,N,Y,N,-76.495684,Yes,No,?,Full Bar,Yes,Yes,?,Yes,Yes,20,Quiet,No,42.440161,?,high
?,?,2,?,RI,?,Providence,TRUE,?,?,Y,N,N,N,N,Brown University,N,N,N,-71.411408,?,?,?,?,?,?,?,?,?,?,?,?,41.822984,?,high
?,Casual,3,?,CA,Yes,Los Angeles,TRUE,?,No,N,Y,N,N,N,University of Southern California,Y,Y,N,-118.278189,No,Yes,Free,No,No,Yes,?,Yes,Yes,7,Average,Yes,34.024792,?,high
?,Casual,8,?,NY,Yes,Ithaca,TRUE,?,?,N,N,N,N,N,Cornell University,N,Y,N,-76.493301,No,Yes,?,Beer & Wine Only,Yes,Yes,?,Yes,Yes,7,Average,Yes,42.4394,?,high
?,Casual,9,?,PA,No,Philadelphia,TRUE,?,No,N,N,N,N,N,University of Pennsylvania,Y,N,N,-75.19532,No,Yes,?,No,No,No,?,Yes,Yes,7,?,?,39.950748,?,low
?,Casual,13,?,CA,Yes,San Luis Obispo,TRUE,?,?,N,N,N,N,N,California Polytechnic State University,Y,N,N,-120.659616,Yes,Yes,?,Beer & Wine Only,No,Yes,?,Yes,Yes,20,Average,Yes,35.282752,?,low
?,Casual,23,?,NY,Yes,Troy,TRUE,?,?,N,Y,N,N,N,Rensselaer Polytechnic Institute,Y,Y,N,-73.688202,No,Yes,No,No,Yes,Yes,?,Yes,Yes,7,Average,No,42.732498,?,low
?,Casual,7,?,MA,Yes,Hadley,FALSE,?,?,N,N,N,N,N,University of Massachusetts - Amherst,N,N,N,-72.547527,No,Yes,?,Full Bar,Yes,No,?,Yes,Yes,7,?,?,42.357072,?,low
?,Casual,8,?,NJ,No,Princeton,TRUE,?,Yes,N,N,N,N,N,Princeton University,Y,Y,N,-74.6614,No,Yes,No,No,Yes,No,?,Yes,Yes,7,Quiet,No,40.353802,?,high
No,Casual,20,?,IN,Yes,Lafayette,TRUE,Yes,No,N,Y,N,Y,Y,Purdue University,N,Y,Y,-86.894302,No,Yes,No,Full Bar,Yes,No,Yes,No,Yes,20,Loud,Yes,40.4184,No,high
?,Casual,3,?,PA,Yes,Philadelphia,TRUE,?,?,N,N,N,N,N,University of Pennsylvania,N,N,N,-75.195687,No,Yes,?,No,No,No,?,Yes,Yes,20,?,?,39.953866,?,low
?,Casual,9,?,CA,Yes,Los Angeles,TRUE,?,No,N,N,N,N,N,University of Southern California,N,N,N,-118.277241,No,Yes,Free,No,No,No,?,Yes,Yes,7,Quiet,Yes,34.026189,?,low
?,?,2,?,PA,?,Philadelphia,TRUE,?,?,N,N,N,N,N,University of Pennsylvania,N,N,N,-75.196899,?,?,?,?,?,?,?,?,?,20,?,?,39.960098,?,low
?,Casual,13,?,CA,Yes,Los Angeles,TRUE,?,?,N,Y,N,N,N,University of Southern California,Y,N,N,-118.27782,No,Yes,No,No,No,Yes,?,Yes,Yes,7,Average,No,34.017569,?,high
?,Casual,5,?,NC,?,Carrboro,FALSE,?,?,N,N,N,N,N,University of North Carolina - Chapel Hill,N,N,N,-79.068933,?,Yes,?,?,Yes,?,?,?,Yes,20,?,?,35.910732,?,high
?,Casual,29,?,WA,Yes,Seattle,TRUE,?,Yes,N,Y,N,N,N,University of Washington,Y,Y,N,-122.313549,No,Yes,?,No,No,No,?,Yes,Yes,7,Quiet,No,47.657961,?,high
?,Casual,4,?,IL,Yes,Champaign,TRUE,?,?,N,N,N,N,N,University of Illinois - Urbana-Champaign,N,N,N,-88.230202,No,?,No,?,?,?,?,?,?,7,?,?,40.110401,?,low
?,Dressy,51,?,NJ,Yes,Kingston,TRUE,?,Yes,N,N,Y,N,N,Princeton University,N,Y,N,-74.617705,No,Yes,No,Full Bar,Yes,No,?,No,No,45,Average,Yes,40.373985,?,high
?,Casual,5,?,NY,Yes,Ithaca,TRUE,?,?,N,N,N,N,N,Cornell University,N,N,N,-76.49969,No,Yes,No,?,?,Yes,?,Yes,Yes,7,Quiet,Yes,42.439635,?,high
?,Casual,18,?,TX,Yes,Austin,TRUE,?,No,N,N,N,N,N,University of Texas - Austin,Y,N,N,-97.741791,No,Yes,Free,No,No,No,?,Yes,Yes,7,Average,Yes,30.283295,?,high
?,?,31,?,RI,?,Providence,TRUE,?,?,Y,N,N,N,N,Brown University,N,N,N,-71.411168,?,?,?,?,?,?,?,?,?,?,?,?,41.822865,?,low
?,Dressy,2,?,ON,Yes,Waterloo,TRUE,?,?,N,N,N,N,N,University of Waterloo,N,N,N,-80.521448,No,Yes,?,Full Bar,Yes,No,?,Yes,?,45,Average,No,43.462374,?,high
?,?,28,?,NY,?,New York,TRUE,?,?,Y,N,N,N,N,Columbia University,N,N,N,-73.966317,?,?,?,?,?,?,?,?,?,?,?,?,40.804892,?,low
?,Casual,19,?,PA,No,Philadelphia,TRUE,?,?,N,N,N,N,N,University of Pennsylvania,Y,N,N,-75.195393,Yes,Yes,?,No,No,No,?,Yes,Yes,7,?,?,39.958359,?,high
?,Dressy,5,?,NY,Yes,Troy,FALSE,?,?,N,N,N,N,N,Rensselaer Polytechnic Institute,N,N,N,-73.691138,Yes,Yes,?,Full Bar,Yes,No,?,No,?,45,?,?,42.731534,?,low
?,Casual,41,?,MI,Yes,Ann Arbor,TRUE,?,?,N,N,N,N,N,University of Michigan - Ann Arbor,Y,Y,N,-83.733803,No,Yes,No,No,No,No,?,Yes,Yes,7,Average,No,42.274899,?,low
?,Casual,17,?,NJ,Yes,Princeton,TRUE,?,Yes,N,N,N,N,N,Princeton University,Y,N,N,-74.651012,Yes,Yes,No,No,No,No,?,No,Yes,20,Quiet,No,40.352278,?,high
?,Casual,25,?,PA,Yes,Philadelphia,TRUE,?,?,N,N,N,N,N,University of Pennsylvania,Y,N,N,-75.19283,Yes,Yes,No,No,No,No,?,Yes,Yes,7,Average,Yes,39.950483,?,high
?,Casual,4,?,MD,Yes,College Park,TRUE,?,?,N,Y,N,N,N,University of Maryland - College Park,Y,Y,N,-76.937609,No,Yes,?,No,Yes,Yes,?,Yes,Yes,7,Average,No,38.979909,?,low
?,Casual,4,?,CA,Yes,Pasadena,TRUE,?,?,N,N,N,N,N,California Institute of Technology,Y,N,N,-118.12597,No,Yes,?,No,No,No,?,Yes,Yes,7,?,?,34.141987,?,high
?,Casual,4,?,CA,Yes,La Jolla,TRUE,?,?,N,N,N,N,N,University of California - San Diego,N,N,N,-117.222916,Yes,Yes,?,No,?,?,?,?,Yes,20,Average,No,32.878233,?,high
No,Casual,33,?,PA,Yes,Philadelphia,TRUE,Outdoor Area/ Patio Only,Yes,N,Y,N,Y,Y,University of Pennsylvania,Y,Y,Y,-75.187185,Yes,Yes,No,Full Bar,Yes,No,Yes,No,Yes,20,Average,Yes,39.953633,No,low
No,Casual,168,?,CA,Yes,Claremont,TRUE,Outdoor Area/ Patio Only,No,N,Y,N,Y,Y,Harvey Mudd College,N,Y,Y,-117.717003,Yes,Yes,Free,Full Bar,Yes,No,Yes,No,Yes,20,Loud,No,34.095402,No,high
?,Casual,9,?,MI,Yes,Ann Arbor,FALSE,?,?,N,N,N,N,N,University of Michigan - Ann Arbor,Y,N,N,-83.740819,Yes,No,?,No,No,Yes,?,Yes,Yes,7,?,?,42.279176,?,low
?,Casual,6,?,PA,Yes,Pittsburgh,TRUE,?,?,N,N,N,N,N,Carnegie Mellon University,N,N,N,-79.954695,No,No,?,?,No,Yes,?,?,Yes,7,?,?,40.436847,?,low
?,Casual,2,?,NY,Yes,Troy,TRUE,?,?,N,N,N,N,N,Rensselaer Polytechnic Institute,N,N,N,-73.644703,No,No,?,?,No,Yes,?,Yes,Yes,?,Quiet,Yes,42.743642,?,high
?,Casual,33,?,PA,Yes,Philadelphia,TRUE,?,No,N,Y,N,N,N,University of Pennsylvania,N,Y,N,-75.193604,Yes,Yes,No,Full Bar,Yes,No,?,Yes,Yes,20,Average,Yes,39.958698,?,low
?,Casual,25,?,CA,Yes,Claremont,TRUE,?,No,N,N,N,N,N,Harvey Mudd College,N,N,N,-117.717891,Yes,Yes,Free,No,No,No,?,No,Yes,7,Quiet,No,34.094846,?,high
No,Casual,129,?,WA,Yes,Seattle,TRUE,No,No,N,Y,N,Y,Y,University of Washington,Y,Y,Y,-122.313216,No,Yes,Free,Beer & Wine Only,No,No,Yes,No,Yes,7,Average,Yes,47.657576,No,high
?,Dressy,4,?,NY,Yes,Ithaca,TRUE,?,No,N,N,Y,N,N,Cornell University,N,Y,N,-76.497879,No,Yes,No,Full Bar,Yes,No,?,No,Yes,45,Average,No,42.439577,?,low
?,Casual,45,?,CA,Yes,Claremont,TRUE,?,No,N,Y,N,N,N,Harvey Mudd College,Y,Y,N,-117.717003,Yes,Yes,No,Full Bar,Yes,No,?,Yes,Yes,20,Average,No,34.096699,?,low
?,Casual,8,?,VA,Yes,Blacksburg,TRUE,?,No,N,N,N,N,N,Virginia Tech,Y,Y,N,-80.43299,No,No,?,No,No,No,?,Yes,Yes,7,Quiet,?,37.234296,?,high
?,Dressy,2,?,VA,Yes,Christiansburg,TRUE,?,?,N,N,Y,N,N,Virginia Tech,N,Y,N,-80.4327,Yes,Yes,No,Full Bar,Yes,No,?,No,No,45,Quiet,Yes,37.1618,?,high
?,Casual,13,?,NC,Yes,Chapel Hill,TRUE,?,No,N,N,N,N,N,University of North Carolina - Chapel Hill,Y,Y,N,-79.055099,No,Yes,No,No,No,Yes,?,Yes,Yes,7,Quiet,No,35.9132,?,low
?,?,2,?,PA,?,Pittsburgh,TRUE,?,?,N,N,N,N,N,Carnegie Mellon University,N,N,N,-79.948715,?,?,?,?,?,?,?,?,?,?,?,?,40.453964,?,high
?,Casual,28,?,PA,Yes,Pittsburgh,TRUE,?,No,N,Y,N,N,N,Carnegie Mellon University,Y,N,N,-79.957001,No,Yes,No,No,No,No,?,Yes,Yes,7,Average,No,40.442501,?,high
?,Casual,86,?,CA,Yes,San Luis Obispo,TRUE,?,No,N,Y,Y,N,N,California Polytechnic State University,Y,Y,N,-120.661003,No,Yes,No,Beer & Wine Only,Yes,No,?,Yes,Yes,20,Average,No,35.281399,?,high
?,Casual,3,?,NY,Yes,Troy,TRUE,?,?,N,N,N,N,N,Rensselaer Polytechnic Institute,N,N,N,-73.678619,?,Yes,?,Full Bar,Yes,?,?,Yes,Yes,20,?,?,42.772123,?,low
?,Casual,9,?,PA,Yes,Pittsburgh,TRUE,?,Yes,N,N,N,N,N,Carnegie Mellon University,N,Y,N,-79.958603,No,Yes,No,Full Bar,Yes,Yes,?,Yes,Yes,20,Quiet,Yes,40.441601,?,low
?,Casual,12,?,MA,Yes,Amherst,TRUE,?,?,N,N,N,N,N,University of Massachusetts - Amherst,N,N,N,-72.519749,Yes,?,Free,No,No,Yes,?,?,Yes,7,?,?,42.379234,?,high
?,Casual,40,?,NY,Yes,Ithaca,TRUE,?,No,N,Y,N,N,N,Cornell University,N,N,N,-76.4897,Yes,Yes,Free,Beer & Wine Only,Yes,No,?,Yes,Yes,20,Average,No,42.441799,?,high
?,Casual,44,?,MA,Yes,Amherst,TRUE,?,Yes,N,Y,N,N,N,University of Massachusetts - Amherst,Y,N,N,-72.518501,Yes,Yes,Free,No,No,No,?,Yes,Yes,20,Loud,No,42.3759,?,high
?,Casual,17,?,NC,Yes,Chapel Hill,TRUE,?,?,N,N,N,N,N,University of North Carolina - Chapel Hill,Y,N,N,-79.058261,No,Yes,?,Beer & Wine Only,No,No,?,Yes,Yes,7,?,?,35.912209,?,high
?,Casual,76,?,MI,Yes,Ann Arbor,TRUE,?,Yes,N,Y,N,N,N,University of Michigan - Ann Arbor,Y,Y,N,-83.741825,Yes,Yes,?,No,No,Yes,?,Yes,Yes,7,Average,Yes,42.277867,?,high
?,?,31,?,RI,?,Providence,TRUE,?,?,Y,N,N,N,N,Brown University,N,N,N,-71.413158,?,?,?,?,?,?,?,?,?,?,?,?,41.824634,?,high
?,Casual,8,?,NY,Yes,Ithaca,TRUE,?,?,N,N,N,N,N,Cornell University,N,N,N,-76.497095,No,No,?,Beer & Wine Only,No,Yes,?,No,Yes,7,?,?,42.429851,?,high
?,?,2,?,MI,?,Ann Arbor,FALSE,?,?,N,N,N,N,N,University of Michigan - Ann Arbor,N,N,N,-83.732903,?,?,?,?,?,?,?,?,?,?,?,?,42.275101,?,high
?,Casual,3,?,TX,Yes,Houston,TRUE,?,?,N,N,N,N,N,Rice University,N,N,N,-95.405502,?,?,?,?,?,Yes,?,Yes,Yes,7,?,No,29.7064,?,low
?,Casual,2,?,IN,Yes,Lafayette,FALSE,?,?,N,N,N,N,N,Purdue University,N,N,N,-86.893204,No,No,?,Full Bar,Yes,?,?,No,?,7,?,?,40.4244,?,high
?,Casual,34,?,IL,Yes,Urbana,TRUE,?,No,N,N,N,N,N,University of Illinois - Urbana-Champaign,Y,Y,N,-88.224098,Yes,Yes,No,Beer & Wine Only,Yes,No,?,No,Yes,20,Quiet,No,40.106201,?,high
?,Casual,5,?,NY,Yes,Lansingburgh,TRUE,?,?,N,N,N,N,N,Rensselaer Polytechnic Institute,N,N,N,-73.676978,No,Yes,?,Full Bar,Yes,No,?,Yes,Yes,20,Very Loud,?,42.774999,?,high
?,?,4,?,NJ,?,Princeton,TRUE,?,?,N,N,N,N,N,Princeton University,N,N,N,-74.661697,?,?,?,?,?,?,?,?,?,20,?,?,40.349839,?,low
?,Casual,8,?,IL,Yes,Champaign,TRUE,?,?,N,Y,N,N,N,University of Illinois - Urbana-Champaign,Y,N,N,-88.228798,No,Yes,No,No,No,No,?,Yes,Yes,7,Quiet,No,40.1115,?,high
?,Casual,34,?,TX,No,Austin,FALSE,?,?,N,N,N,N,N,University of Texas - Austin,Y,N,N,-97.745015,Yes,Yes,?,No,No,No,?,Yes,Yes,7,?,?,30.282765,?,high
?,Casual,6,?,NC,Yes,Carrboro,TRUE,?,Yes,N,N,N,N,N,University of North Carolina - Chapel Hill,Y,Y,N,-79.068772,No,Yes,No,No,No,Yes,?,Yes,Yes,7,Very Loud,Yes,35.91071,?,high
?,Casual,3,?,TX,Yes,Houston,TRUE,?,?,N,N,N,N,N,Rice University,N,N,N,-95.399098,No,No,?,No,No,No,?,Yes,Yes,7,?,?,29.707111,?,low
?,Casual,4,?,CA,Yes,Los Angeles,TRUE,?,?,N,N,N,N,N,University of Southern California,N,N,N,-118.28784,No,Yes,?,No,No,No,?,Yes,Yes,7,?,?,34.023483,?,high
?,Dressy,5,?,NY,Yes,Troy,TRUE,?,No,N,N,N,N,N,Rensselaer Polytechnic Institute,N,Y,N,-73.68791,No,Yes,No,Beer & Wine Only,Yes,No,?,Yes,?,45,Quiet,No,42.73622,?,high
?,Casual,17,?,IL,Yes,Champaign,TRUE,?,?,N,N,N,N,N,University of Illinois - Urbana-Champaign,Y,Y,N,-88.228798,No,Yes,?,No,No,No,?,Yes,Yes,7,Average,?,40.111401,?,high
?,?,2,?,PA,?,Pittsburgh,TRUE,?,?,N,N,N,N,N,Carnegie Mellon University,N,N,N,-79.958702,?,?,?,?,?,?,?,?,?,?,?,?,40.441399,?,low
?,Casual,22,?,RI,Yes,Providence,TRUE,?,?,N,N,N,N,N,Brown University,N,Y,N,-71.4049,No,Yes,No,Full Bar,Yes,No,?,Yes,Yes,20,Average,No,41.821999,?,high
